"activity" "subject" "features" "Mean"
"WALKING_UPSTAIRS" 9 "TD_GravityAccMeanY" -0.172937353334896
"LAYING" 10 "TD_GravityAccMeanY" -0.962556902539683
"SITTING" 10 "TD_GravityAccMeanY" -0.949031984977169
"STANDING" 10 "TD_GravityAccMeanY" -0.944836468731707
"WALKING" 10 "TD_GravityAccMeanY" 0.0159105136324074
"WALKING_DOWNSTAIRS" 10 "TD_GravityAccMeanY" 0.168137414051064
"WALKING_UPSTAIRS" 10 "TD_GravityAccMeanY" 0.0194442737006993
"LAYING" 12 "TD_GravityAccMeanY" -0.947978276035242
"SITTING" 12 "TD_GravityAccMeanY" -0.953116947170732
"STANDING" 12 "TD_GravityAccMeanY" -0.93084329
"WALKING" 12 "TD_GravityAccMeanY" -0.0454533917666667
"WALKING_DOWNSTAIRS" 12 "TD_GravityAccMeanY" 0.0745242994326203
"WALKING_UPSTAIRS" 12 "TD_GravityAccMeanY" -0.163481715779048
"LAYING" 13 "TD_GravityAccMeanY" -0.949161832285714
"SITTING" 13 "TD_GravityAccMeanY" -0.949155006545455
"STANDING" 13 "TD_GravityAccMeanY" -0.951240972429379
"WALKING" 13 "TD_GravityAccMeanY" 0.149609157035155
"WALKING_DOWNSTAIRS" 13 "TD_GravityAccMeanY" 0.120033254048
"WALKING_UPSTAIRS" 13 "TD_GravityAccMeanY" -0.00713910668741259
"LAYING" 18 "TD_GravityAccMeanY" -0.931513297817204
"SITTING" 18 "TD_GravityAccMeanY" -0.954355064482759
"STANDING" 18 "TD_GravityAccMeanY" -0.962872597083333
"WALKING" 18 "TD_GravityAccMeanY" -0.0872117756680208
"WALKING_DOWNSTAIRS" 18 "TD_GravityAccMeanY" -0.0233263447895954
"WALKING_UPSTAIRS" 18 "TD_GravityAccMeanY" -0.176116495105714
"LAYING" 20 "TD_GravityAccMeanY" -0.927959390117647
"SITTING" 20 "TD_GravityAccMeanY" -0.939966828807947
"STANDING" 20 "TD_GravityAccMeanY" -0.933371682510822
"WALKING" 20 "TD_GravityAccMeanY" -0.0454558989673913
"WALKING_DOWNSTAIRS" 20 "TD_GravityAccMeanY" 0.195371999736486
"WALKING_UPSTAIRS" 20 "TD_GravityAccMeanY" -0.154779173699101
"LAYING" 24 "TD_GravityAccMeanY" -0.974764381004367
"SITTING" 24 "TD_GravityAccMeanY" -0.950574955152542
"STANDING" 24 "TD_GravityAccMeanY" -0.959696178131313
"WALKING" 24 "TD_GravityAccMeanY" -0.0843820174994737
"WALKING_DOWNSTAIRS" 24 "TD_GravityAccMeanY" 0.0134955548142857
"WALKING_UPSTAIRS" 24 "TD_GravityAccMeanY" -0.185119123335802
"LAYING" 2 "TD_GravityAccMeanZ" -0.961177259141631
"SITTING" 2 "TD_GravityAccMeanZ" -0.971568381840796
"STANDING" 2 "TD_GravityAccMeanZ" -0.971860756261682
"WALKING" 2 "TD_GravityAccMeanZ" -0.337940993931298
"WALKING_DOWNSTAIRS" 2 "TD_GravityAccMeanZ" -0.155276082707568
"WALKING_UPSTAIRS" 2 "TD_GravityAccMeanZ" -0.350892216451333
"LAYING" 4 "TD_GravityAccMeanZ" -0.965023441746725
"SITTING" 4 "TD_GravityAccMeanZ" -0.950493777617021
"STANDING" 4 "TD_GravityAccMeanZ" -0.946609907557252
"WALKING" 4 "TD_GravityAccMeanZ" -0.474895876719577
"WALKING_DOWNSTAIRS" 4 "TD_GravityAccMeanZ" -0.343491204265432
"WALKING_UPSTAIRS" 4 "TD_GravityAccMeanZ" -0.448767215963351
"LAYING" 9 "TD_GravityAccMeanZ" -0.971810923317308
"SITTING" 9 "TD_GravityAccMeanZ" -0.943283743612565
"STANDING" 9 "TD_GravityAccMeanZ" -0.950387441980676
"WALKING" 9 "TD_GravityAccMeanZ" -0.330010088653631
"WALKING_DOWNSTAIRS" 9 "TD_GravityAccMeanZ" -0.272505489363314
"WALKING_UPSTAIRS" 9 "TD_GravityAccMeanZ" -0.419201881859375
"LAYING" 10 "TD_GravityAccMeanZ" -0.972106882142857
"SITTING" 10 "TD_GravityAccMeanZ" -0.963627369269406
"STANDING" 10 "TD_GravityAccMeanZ" -0.959392980292683
"WALKING" 10 "TD_GravityAccMeanZ" -0.347108816736111
"WALKING_DOWNSTAIRS" 10 "TD_GravityAccMeanZ" -0.175152849090071
"WALKING_UPSTAIRS" 10 "TD_GravityAccMeanZ" -0.336834171792308
"LAYING" 12 "TD_GravityAccMeanZ" -0.95518553277533
"SITTING" 12 "TD_GravityAccMeanZ" -0.950945032341463
"STANDING" 12 "TD_GravityAccMeanZ" -0.945333049954545
"WALKING" 12 "TD_GravityAccMeanZ" -0.274920424325595
"WALKING_DOWNSTAIRS" 12 "TD_GravityAccMeanZ" -0.209681046627807
"WALKING_UPSTAIRS" 12 "TD_GravityAccMeanZ" -0.387973332409524
"LAYING" 13 "TD_GravityAccMeanZ" -0.956455451761905
"SITTING" 13 "TD_GravityAccMeanZ" -0.952166028072727
"STANDING" 13 "TD_GravityAccMeanZ" -0.958458396779661
"WALKING" 13 "TD_GravityAccMeanZ" -0.225370711285279
"WALKING_DOWNSTAIRS" 13 "TD_GravityAccMeanZ" -0.1707689596104
"WALKING_UPSTAIRS" 13 "TD_GravityAccMeanZ" -0.302580760251748
"LAYING" 18 "TD_GravityAccMeanZ" -0.949554530053763
"SITTING" 18 "TD_GravityAccMeanZ" -0.966760993333333
"STANDING" 18 "TD_GravityAccMeanZ" -0.974225776197917
"WALKING" 18 "TD_GravityAccMeanZ" -0.31262312951875
"WALKING_DOWNSTAIRS" 18 "TD_GravityAccMeanZ" -0.152577590154335
"WALKING_UPSTAIRS" 18 "TD_GravityAccMeanZ" -0.337159346797143
"LAYING" 20 "TD_GravityAccMeanZ" -0.926611278
"SITTING" 20 "TD_GravityAccMeanZ" -0.951071492251656
"STANDING" 20 "TD_GravityAccMeanZ" -0.94969988965368
"WALKING" 20 "TD_GravityAccMeanZ" -0.346908722149457
"WALKING_DOWNSTAIRS" 20 "TD_GravityAccMeanZ" -0.189763242297973
"WALKING_UPSTAIRS" 20 "TD_GravityAccMeanZ" -0.25732553521236
"LAYING" 24 "TD_GravityAccMeanZ" -0.97117438558952
"SITTING" 24 "TD_GravityAccMeanZ" -0.961491288686441
"STANDING" 24 "TD_GravityAccMeanZ" -0.966057094191919
"WALKING" 24 "TD_GravityAccMeanZ" -0.40924157502924
"WALKING_DOWNSTAIRS" 24 "TD_GravityAccMeanZ" -0.234384319546258
"WALKING_UPSTAIRS" 24 "TD_GravityAccMeanZ" -0.443381260308642
"LAYING" 2 "TD_GravityAccstdX" -0.963185283304721
"SITTING" 2 "TD_GravityAccstdX" -0.986581208159204
"STANDING" 2 "TD_GravityAccstdX" -0.991935125654206
"WALKING" 2 "TD_GravityAccstdX" -0.377868079389313
"WALKING_DOWNSTAIRS" 2 "TD_GravityAccstdX" 0.133763913979189
"WALKING_UPSTAIRS" 2 "TD_GravityAccstdX" -0.326362089733333
"LAYING" 4 "TD_GravityAccstdX" -0.970491640174672
"SITTING" 4 "TD_GravityAccstdX" -0.983895561404255
"STANDING" 4 "TD_GravityAccstdX" -0.980282816908397
"WALKING" 4 "TD_GravityAccstdX" -0.376060577195767
"WALKING_DOWNSTAIRS" 4 "TD_GravityAccstdX" 0.0830209008265432
"WALKING_UPSTAIRS" 4 "TD_GravityAccstdX" -0.222854120667277
"LAYING" 9 "TD_GravityAccstdX" -0.966999249086538
"SITTING" 9 "TD_GravityAccstdX" -0.973873704031414
"STANDING" 9 "TD_GravityAccstdX" -0.983485903864734
"WALKING" 9 "TD_GravityAccstdX" -0.253238889312849
"WALKING_DOWNSTAIRS" 9 "TD_GravityAccstdX" 0.227316348273143
"WALKING_UPSTAIRS" 9 "TD_GravityAccstdX" -0.191160547790625
"LAYING" 10 "TD_GravityAccstdX" -0.961015259246032
"SITTING" 10 "TD_GravityAccstdX" -0.985492645616438
"STANDING" 10 "TD_GravityAccstdX" -0.98673787204878
"WALKING" 10 "TD_GravityAccstdX" -0.238318246891204
"WALKING_DOWNSTAIRS" 10 "TD_GravityAccstdX" 0.373940957716312
"WALKING_UPSTAIRS" 10 "TD_GravityAccstdX" -0.0958418177532168
"LAYING" 12 "TD_GravityAccstdX" -0.952657253803084
"SITTING" 12 "TD_GravityAccstdX" -0.98363922897561
"STANDING" 12 "TD_GravityAccstdX" -0.981911605136364
"WALKING" 12 "TD_GravityAccstdX" -0.2685863615875
"WALKING_DOWNSTAIRS" 12 "TD_GravityAccstdX" 0.0959867194341176
"WALKING_UPSTAIRS" 12 "TD_GravityAccstdX" -0.251201811018095
"LAYING" 13 "TD_GravityAccstdX" -0.945593297761905
"SITTING" 13 "TD_GravityAccstdX" -0.983792032363636
"STANDING" 13 "TD_GravityAccstdX" -0.988809640847458
"WALKING" 13 "TD_GravityAccstdX" -0.196315943501242
"WALKING_DOWNSTAIRS" 13 "TD_GravityAccstdX" 0.1127582137736
"WALKING_UPSTAIRS" 13 "TD_GravityAccstdX" -0.12917136843007
"LAYING" 18 "TD_GravityAccstdX" -0.95708834016129
"SITTING" 18 "TD_GravityAccstdX" -0.988480568793103
"STANDING" 18 "TD_GravityAccstdX" -0.991860989375
"WALKING" 18 "TD_GravityAccstdX" -0.353524137454167
"WALKING_DOWNSTAIRS" 18 "TD_GravityAccstdX" -0.0504127899202312
"WALKING_UPSTAIRS" 18 "TD_GravityAccstdX" -0.256306205228571
"LAYING" 20 "TD_GravityAccstdX" -0.939147683958824
"SITTING" 20 "TD_GravityAccstdX" -0.983431532450331
"STANDING" 20 "TD_GravityAccstdX" -0.98058168012987
"WALKING" 20 "TD_GravityAccstdX" -0.429930998923913
"WALKING_DOWNSTAIRS" 20 "TD_GravityAccstdX" -0.0448341432700676
"WALKING_UPSTAIRS" 20 "TD_GravityAccstdX" -0.29469322128764
"LAYING" 24 "TD_GravityAccstdX" -0.968905581310044
"SITTING" 24 "TD_GravityAccstdX" -0.984331943898305
"STANDING" 24 "TD_GravityAccstdX" -0.990334118535354
"WALKING" 24 "TD_GravityAccstdX" -0.382026564508772
"WALKING_DOWNSTAIRS" 24 "TD_GravityAccstdX" 0.197312232011429
"WALKING_UPSTAIRS" 24 "TD_GravityAccstdX" -0.169768739176543
"LAYING" 2 "TD_GravityAccstdY" -0.986458916137339
"SITTING" 2 "TD_GravityAccstdY" -0.994847642885572
"STANDING" 2 "TD_GravityAccstdY" -0.996998857383178
"WALKING" 2 "TD_GravityAccstdY" -0.73924552240458
"WALKING_DOWNSTAIRS" 2 "TD_GravityAccstdY" -0.612194141351351
"WALKING_UPSTAIRS" 2 "TD_GravityAccstdY" -0.604079459466667
"LAYING" 4 "TD_GravityAccstdY" -0.996996888165939
"SITTING" 4 "TD_GravityAccstdY" -0.98784575547234
"STANDING" 4 "TD_GravityAccstdY" -0.99029804648855
"WALKING" 4 "TD_GravityAccstdY" -0.809450865555556
"WALKING_DOWNSTAIRS" 4 "TD_GravityAccstdY" -0.749087452037037
"WALKING_UPSTAIRS" 4 "TD_GravityAccstdY" -0.695055666439791
"LAYING" 9 "TD_GravityAccstdY" -0.997788232644231
"SITTING" 9 "TD_GravityAccstdY" -0.982659722722513
"STANDING" 9 "TD_GravityAccstdY" -0.991131952028986
"WALKING" 9 "TD_GravityAccstdY" -0.708471403854749
"WALKING_DOWNSTAIRS" 9 "TD_GravityAccstdY" -0.680693680588571
"WALKING_UPSTAIRS" 9 "TD_GravityAccstdY" -0.696035592744792
"LAYING" 10 "TD_GravityAccstdY" -0.995452533730159
"SITTING" 10 "TD_GravityAccstdY" -0.995782041872146
"STANDING" 10 "TD_GravityAccstdY" -0.99506908097561
"WALKING" 10 "TD_GravityAccstdY" -0.747396459259259
"WALKING_DOWNSTAIRS" 10 "TD_GravityAccstdY" -0.655347288822695
"WALKING_UPSTAIRS" 10 "TD_GravityAccstdY" -0.614055117534965
"LAYING" 12 "TD_GravityAccstdY" -0.994286297709251
"SITTING" 12 "TD_GravityAccstdY" -0.98771759897561
"STANDING" 12 "TD_GravityAccstdY" -0.990031234136364
"WALKING" 12 "TD_GravityAccstdY" -0.643513063613095
"WALKING_DOWNSTAIRS" 12 "TD_GravityAccstdY" -0.659437747534759
"WALKING_UPSTAIRS" 12 "TD_GravityAccstdY" -0.638357715047619
"LAYING" 13 "TD_GravityAccstdY" -0.991328253142857
"SITTING" 13 "TD_GravityAccstdY" -0.986974601878788
"STANDING" 13 "TD_GravityAccstdY" -0.990842151864407
"WALKING" 13 "TD_GravityAccstdY" -0.652189978198758
"WALKING_DOWNSTAIRS" 13 "TD_GravityAccstdY" -0.66864841144
"WALKING_UPSTAIRS" 13 "TD_GravityAccstdY" -0.614465083986014
"LAYING" 18 "TD_GravityAccstdY" -0.979761713064516
"SITTING" 18 "TD_GravityAccstdY" -0.991541929770115
"STANDING" 18 "TD_GravityAccstdY" -0.9979596309375
"WALKING" 18 "TD_GravityAccstdY" -0.651398105885417
"WALKING_DOWNSTAIRS" 18 "TD_GravityAccstdY" -0.578473116920809
"WALKING_UPSTAIRS" 18 "TD_GravityAccstdY" -0.568582630662857
"LAYING" 20 "TD_GravityAccstdY" -0.971669925470588
"SITTING" 20 "TD_GravityAccstdY" -0.991187919668874
"STANDING" 20 "TD_GravityAccstdY" -0.992783703766234
"WALKING" 20 "TD_GravityAccstdY" -0.670144905054348
"WALKING_DOWNSTAIRS" 20 "TD_GravityAccstdY" -0.504265902301351
"WALKING_UPSTAIRS" 20 "TD_GravityAccstdY" -0.402012189664607
"LAYING" 24 "TD_GravityAccstdY" -0.995698301965065
"SITTING" 24 "TD_GravityAccstdY" -0.991095538262712
"STANDING" 24 "TD_GravityAccstdY" -0.995190533383838
"WALKING" 24 "TD_GravityAccstdY" -0.798275464795322
"WALKING_DOWNSTAIRS" 24 "TD_GravityAccstdY" -0.722694629183673
"WALKING_UPSTAIRS" 24 "TD_GravityAccstdY" -0.770180483024691
"LAYING" 2 "TD_GravityAccstdZ" -0.998992827124463
"SITTING" 2 "TD_GravityAccstdZ" -0.999484387014925
"STANDING" 2 "TD_GravityAccstdZ" -0.999647265607477
"WALKING" 2 "TD_GravityAccstdZ" -0.925629164694657
"WALKING_DOWNSTAIRS" 2 "TD_GravityAccstdZ" -0.864569365945946
"WALKING_UPSTAIRS" 2 "TD_GravityAccstdZ" -0.9610472176
"LAYING" 4 "TD_GravityAccstdZ" -0.999323999475982
"SITTING" 4 "TD_GravityAccstdZ" -0.999118379617021
"STANDING" 4 "TD_GravityAccstdZ" -0.999164478664122
"WALKING" 4 "TD_GravityAccstdZ" -0.964527139153439
"WALKING_DOWNSTAIRS" 4 "TD_GravityAccstdZ" -0.909788644382716
"WALKING_UPSTAIRS" 4 "TD_GravityAccstdZ" -0.970675257329843
"LAYING" 9 "TD_GravityAccstdZ" -0.999447236105769
"SITTING" 9 "TD_GravityAccstdZ" -0.998972425445026
"STANDING" 9 "TD_GravityAccstdZ" -0.999243902850242
"WALKING" 9 "TD_GravityAccstdZ" -0.90452729273743
"WALKING_DOWNSTAIRS" 9 "TD_GravityAccstdZ" -0.906897072628571
"WALKING_UPSTAIRS" 9 "TD_GravityAccstdZ" -0.965461737864583
"LAYING" 10 "TD_GravityAccstdZ" -0.999212360039683
"SITTING" 10 "TD_GravityAccstdZ" -0.999378228721461
"STANDING" 10 "TD_GravityAccstdZ" -0.999359633512195
"WALKING" 10 "TD_GravityAccstdZ" -0.871942950398148
"WALKING_DOWNSTAIRS" 10 "TD_GravityAccstdZ" -0.781390485255319
"WALKING_UPSTAIRS" 10 "TD_GravityAccstdZ" -0.940284260839161
"LAYING" 12 "TD_GravityAccstdZ" -0.998781587180617
"SITTING" 12 "TD_GravityAccstdZ" -0.999011253560976
"STANDING" 12 "TD_GravityAccstdZ" -0.998777063545455
"WALKING" 12 "TD_GravityAccstdZ" -0.889606239285714
"WALKING_DOWNSTAIRS" 12 "TD_GravityAccstdZ" -0.863540076042781
"WALKING_UPSTAIRS" 12 "TD_GravityAccstdZ" -0.965235534761905
"LAYING" 13 "TD_GravityAccstdZ" -0.998736967904762
"SITTING" 13 "TD_GravityAccstdZ" -0.998808336060606
"STANDING" 13 "TD_GravityAccstdZ" -0.999119911073446
"WALKING" 13 "TD_GravityAccstdZ" -0.845710302546584
"WALKING_DOWNSTAIRS" 13 "TD_GravityAccstdZ" -0.84439399312
"WALKING_UPSTAIRS" 13 "TD_GravityAccstdZ" -0.937705544125874
"LAYING" 18 "TD_GravityAccstdZ" -0.99850593172043
"SITTING" 18 "TD_GravityAccstdZ" -0.999494935689655
"STANDING" 18 "TD_GravityAccstdZ" -0.9996463040625
"WALKING" 18 "TD_GravityAccstdZ" -0.910199466666667
"WALKING_DOWNSTAIRS" 18 "TD_GravityAccstdZ" -0.827461051560694
"WALKING_UPSTAIRS" 18 "TD_GravityAccstdZ" -0.949962924171429
"LAYING" 20 "TD_GravityAccstdZ" -0.997827294529412
"SITTING" 20 "TD_GravityAccstdZ" -0.999218850860927
"STANDING" 20 "TD_GravityAccstdZ" -0.998771258311688
"WALKING" 20 "TD_GravityAccstdZ" -0.930889025434783
"WALKING_DOWNSTAIRS" 20 "TD_GravityAccstdZ" -0.898656783108108
"WALKING_UPSTAIRS" 20 "TD_GravityAccstdZ" -0.953152164719101
"LAYING" 24 "TD_GravityAccstdZ" -0.999480303056769
"SITTING" 24 "TD_GravityAccstdZ" -0.999315690381356
"STANDING" 24 "TD_GravityAccstdZ" -0.999458002171717
"WALKING" 24 "TD_GravityAccstdZ" -0.937903060116959
"WALKING_DOWNSTAIRS" 24 "TD_GravityAccstdZ" -0.886942844965986
"WALKING_UPSTAIRS" 24 "TD_GravityAccstdZ" -0.962879045802469
